ngrama,frecuencia,tfidf,specificity_score,ngram_size,rol
bueno como,54,0.006324,0.006324,2,victimario
vamos ver,65,0.006312,0.006312,2,victimario
dijo bueno,60,0.006307,0.006307,2,victimario
como comandante,40,0.006285,0.006285,2,victimario
zona despeje,39,0.00628,0.00628,2,victimario
porque decia,47,0.006277,0.006277,2,victimario
dije pues,50,0.006248,0.006248,2,victimario
entonces asi,51,0.006244,0.006244,2,victimario
eso son,51,0.006237,0.006237,2,victimario
sea porque,58,0.006235,0.006235,2,victimario
como asi,55,0.00623,0.00623,2,victimario
porque ejemplo,52,0.00623,0.00623,2,victimario
hasta ahora,46,0.006224,0.006224,2,victimario
sea hay,56,0.006214,0.006214,2,victimario
van matar,59,0.006213,0.006213,2,victimario
menores edad,46,0.006204,0.006204,2,victimario
casco urbano,34,0.006203,0.006203,2,victimario
porque esto,52,0.006198,0.006198,2,victimario
quienes eran,46,0.006195,0.006195,2,victimario
porque asi,47,0.006191,0.006191,2,victimario
muchos companeros,46,0.006159,0.006159,2,victimario
porque queria,41,0.00615,0.00615,2,victimario
ejercito ejercito,48,0.006146,0.006146,2,victimario
iban matar,43,0.00614,0.00614,2,victimario
tengo entendido,55,0.006137,0.006137,2,victimario
porque hubo,50,0.006118,0.006118,2,victimario
toda zona,47,0.006111,0.006111,2,victimario
entonces hacia,40,0.006101,0.006101,2,victimario
eso parte,40,0.00609,0.00609,2,victimario
gente iba,47,0.006086,0.006086,2,victimario
como pues,37,0.006076,0.006076,2,victimario
eso interrup,50,0.006071,0.006071,2,victimario
bueno usted,46,0.006064,0.006064,2,victimario
porque teniamos,47,0.006052,0.006052,2,victimario
ustedes son,47,0.006043,0.006043,2,victimario
como ejemplo,40,0.006034,0.006034,2,victimario
objetivo militar,56,0.006017,0.006017,2,victimario
entonces despues,46,0.006014,0.006014,2,victimario
son como,40,0.006009,0.006009,2,victimario
como porque,42,0.006003,0.006003,2,victimario
medios comunicacion,37,0.005997,0.005997,2,victimario
como iba,47,0.005995,0.005995,2,victimario
digo eso,48,0.005984,0.005984,2,victimario
habian hecho,48,0.005983,0.005983,2,victimario
liberacion nacional,41,0.005972,0.005972,2,victimario
nada sino,48,0.00597,0.00597,2,victimario
persona muy,37,0.005965,0.005965,2,victimario
haber sido,43,0.005965,0.005965,2,victimario
entonces vamos,42,0.00596,0.00596,2,victimario
guerrilla pues,42,0.00596,0.00596,2,victimario
listo entonces,48,0.005946,0.005946,2,victimario
tal entonces,46,0.005942,0.005942,2,victimario
policia ejercito,44,0.005941,0.005941,2,victimario
entonces creo,61,0.005932,0.005932,2,victimario
entrenamiento militar,36,0.005918,0.005918,2,victimario
estuve ahi,42,0.00591,0.00591,2,victimario
consejo guerra,61,0.005908,0.005908,2,victimario
don test,89,0.005908,0.005908,2,victimario
organizacion como,42,0.005903,0.005903,2,victimario
porque entonces,45,0.0059,0.0059,2,victimario
estaban haciendo,48,0.005898,0.005898,2,victimario
entonces son,41,0.005898,0.005898,2,victimario
como organizacion,41,0.005897,0.005897,2,victimario
fuera eso,38,0.005896,0.005896,2,victimario
hacian parte,42,0.005895,0.005895,2,victimario
entonces digo,45,0.005879,0.005879,2,victimario
acuerdo paz,41,0.005865,0.005865,2,victimario
tema narcotrafico,32,0.005862,0.005862,2,victimario
gente dice,43,0.005858,0.005858,2,victimario
mama papa,41,0.005841,0.005841,2,victimario
pues creo,41,0.005836,0.005836,2,victimario
pues muy,44,0.005826,0.005826,2,victimario
ejercito liberacion,39,0.005818,0.005818,2,victimario
usted estaba,47,0.005813,0.005813,2,victimario
porque iba,45,0.005807,0.005807,2,victimario
eso hubo,50,0.005792,0.005792,2,victimario
eso despues,47,0.005791,0.005791,2,victimario
lado lado,44,0.005787,0.005787,2,victimario
comandante comandante,43,0.005786,0.005786,2,victimario
dijeron usted,37,0.00578,0.00578,2,victimario
dice bueno,44,0.00578,0.00578,2,victimario
hay hay,42,0.005778,0.005778,2,victimario
porque decian,41,0.005775,0.005775,2,victimario
porque pronto,42,0.005763,0.005763,2,victimario
tuve oportunidad,41,0.005757,0.005757,2,victimario
bueno pues,41,0.005756,0.005756,2,victimario
personas eran,33,0.005745,0.005745,2,victimario
gente pues,43,0.005743,0.005743,2,victimario
entonces eran,40,0.005733,0.005733,2,victimario
porque despues,38,0.00573,0.00573,2,victimario
union patriotica,61,0.005723,0.005723,2,victimario
hace parte,37,0.005715,0.005715,2,victimario
eso claro,43,0.005708,0.005708,2,victimario
pues estaba,39,0.005695,0.005695,2,victimario
falsos positivos,51,0.005691,0.005691,2,victimario
duro porque,40,0.005687,0.005687,2,victimario
control territorial,44,0.005686,0.005686,2,victimario
ahi hubo,42,0.005683,0.005683,2,victimario
eso decia,43,0.005675,0.005675,2,victimario
cuenta eso,37,0.005675,0.005675,2,victimario
ahi estan,41,0.005664,0.005664,2,victimario
organizacion entonces,46,0.00566,0.00566,2,victimario
tome decision,39,0.005657,0.005657,2,victimario
grupos paramilitares,39,0.005656,0.005656,2,victimario
porque realmente,50,0.005654,0.005654,2,victimario
entonces ejemplo,51,0.005643,0.005643,2,victimario
porque estan,45,0.005636,0.005636,2,victimario
porque guerrilla,42,0.005631,0.005631,2,victimario
ahi llego,40,0.005621,0.005621,2,victimario
menos como,37,0.00561,0.00561,2,victimario
sea gente,41,0.00561,0.00561,2,victimario
porque iban,40,0.005603,0.005603,2,victimario
hay mucho,37,0.005598,0.005598,2,victimario
como entonces,37,0.005596,0.005596,2,victimario
trabajo social,35,0.005584,0.005584,2,victimario
caso mio,41,0.005574,0.005574,2,victimario
estados unidos,44,0.005559,0.005559,2,victimario
ningun problema,45,0.005553,0.005553,2,victimario
cualquier momento,39,0.005538,0.005538,2,victimario
punto vista,41,0.005531,0.005531,2,victimario
ustedes estan,42,0.00553,0.00553,2,victimario
como guerrilla,35,0.005526,0.005526,2,victimario
paramilitares porque,36,0.005523,0.005523,2,victimario
margen ley,30,0.005517,0.005517,2,victimario
entonces papa,37,0.005512,0.005512,2,victimario
paso nada,39,0.00551,0.00551,2,victimario
eso dije,44,0.005507,0.005507,2,victimario
estuve como,34,0.0055,0.0055,2,victimario
ejercito como,37,0.005497,0.005497,2,victimario
porque ustedes,38,0.005497,0.005497,2,victimario
hay muchos,34,0.005491,0.005491,2,victimario
porque eramos,35,0.005491,0.005491,2,victimario
muchisimas gracias,35,0.00549,0.00549,2,victimario
porque todas,40,0.005486,0.005486,2,victimario
bien sea,38,0.005486,0.005486,2,victimario
autodefensas campesinas,37,0.005485,0.005485,2,victimario
lucha armada,71,0.005467,0.005467,2,victimario
interrup cont,43,0.00546,0.00546,2,victimario
hay como,38,0.005449,0.005449,2,victimario
asi pues,40,0.005448,0.005448,2,victimario
digamos como,47,0.005442,0.005442,2,victimario
porque estuve,36,0.005442,0.005442,2,victimario
usted quiere,39,0.00544,0.00544,2,victimario
esto porque,38,0.005439,0.005439,2,victimario
familia porque,34,0.005431,0.005431,2,victimario
sino porque,39,0.005414,0.005414,2,victimario
estoy haciendo,38,0.005411,0.005411,2,victimario
muy mal,31,0.005406,0.005406,2,victimario
daba cuenta,37,0.0054,0.0054,2,victimario
asi sucesivamente,33,0.005383,0.005383,2,victimario
pablo escobar,45,0.005376,0.005376,2,victimario
estaba eso,33,0.005373,0.005373,2,victimario
estabamos ahi,42,0.005372,0.005372,2,victimario
dure como,35,0.005371,0.005371,2,victimario
eso guerrilla,36,0.005351,0.005351,2,victimario
eso daba,33,0.005342,0.005342,2,victimario
dijeron bueno,36,0.005341,0.005341,2,victimario
pues pues,30,0.005339,0.005339,2,victimario
muy buenos,33,0.005332,0.005332,2,victimario
militar entonces,36,0.005326,0.005326,2,victimario
toda familia,29,0.00532,0.00532,2,victimario
paso eso,39,0.005314,0.005314,2,victimario
base militar,39,0.005314,0.005314,2,victimario
eran guerrilleros,36,0.005311,0.005311,2,victimario
acuerdo eso,33,0.005307,0.005307,2,victimario
ahi estuve,36,0.005306,0.005306,2,victimario
orden publico,36,0.005306,0.005306,2,victimario
porque mucha,35,0.005303,0.005303,2,victimario
eso dijo,41,0.005293,0.005293,2,victimario
dentro grupo,38,0.005293,0.005293,2,victimario
pues digo,33,0.005289,0.005289,2,victimario
ahi viene,39,0.005286,0.005286,2,victimario
nada pues,29,0.005285,0.005285,2,victimario
hay ahi,36,0.005284,0.005284,2,victimario
entonces habian,38,0.00528,0.00528,2,victimario
poco como,35,0.005273,0.005273,2,victimario
usted hace,40,0.005266,0.005266,2,victimario
bueno porque,36,0.005265,0.005265,2,victimario
como grupo,32,0.005264,0.005264,2,victimario
pues asi,32,0.005262,0.005262,2,victimario
plata entonces,34,0.005262,0.005262,2,victimario
ejercito porque,37,0.005255,0.005255,2,victimario
dije usted,28,0.005253,0.005253,2,victimario
ningun lado,34,0.005251,0.005251,2,victimario
dije mire,36,0.005251,0.005251,2,victimario
usted decia,26,0.005249,0.005249,2,victimario
sido como,27,0.005246,0.005246,2,victimario
dijo asi,38,0.005244,0.005244,2,victimario
como proceso,33,0.005229,0.005229,2,victimario
iba preguntar,33,0.005225,0.005225,2,victimario
parte militar,32,0.005221,0.005221,2,victimario
como hacian,32,0.005196,0.005196,2,victimario
hay personas,34,0.005195,0.005195,2,victimario
muy bonito,41,0.00519,0.00519,2,victimario
decian bueno,32,0.005185,0.005185,2,victimario
porque tenemos,33,0.00518,0.00518,2,victimario
ahi gente,37,0.005173,0.005173,2,victimario
cuales eran,31,0.005172,0.005172,2,victimario
raiz eso,33,0.005172,0.005172,2,victimario
menos eso,34,0.005171,0.005171,2,victimario
entonces entonces,33,0.005168,0.005168,2,victimario
eso estoy,41,0.005165,0.005165,2,victimario
bueno despues,41,0.005165,0.005165,2,victimario
muy dura,30,0.005164,0.005164,2,victimario
ustedes van,38,0.005157,0.005157,2,victimario
llego ahi,35,0.005147,0.005147,2,victimario
mucho mucho,33,0.005143,0.005143,2,victimario
usted dijo,29,0.005141,0.005141,2,victimario
lideres sociales,32,0.005136,0.005136,2,victimario
dificil porque,33,0.005134,0.005134,2,victimario
ahi despues,34,0.005127,0.005127,2,victimario
porque estamos,35,0.005127,0.005127,2,victimario
armadas revolucionarias,34,0.005125,0.005125,2,victimario
porque ejercito,32,0.005124,0.005124,2,victimario
gente sea,35,0.00512,0.00512,2,victimario
bien entonces,30,0.005113,0.005113,2,victimario
entonces dijimos,32,0.005109,0.005109,2,victimario
frente ahi,34,0.005108,0.005108,2,victimario
familia entonces,37,0.005099,0.005099,2,victimario
como persona,32,0.00509,0.00509,2,victimario
ahi vamos,33,0.00509,0.00509,2,victimario
eso llama,32,0.005088,0.005088,2,victimario
esto entonces,32,0.005069,0.005069,2,victimario
frente entonces,37,0.005068,0.005068,2,victimario
pues iba,29,0.005065,0.005065,2,victimario
organizacion porque,36,0.005064,0.005064,2,victimario
ahi iba,34,0.005063,0.005063,2,victimario
usted eso,34,0.005062,0.005062,2,victimario
comandante escuadra,35,0.005057,0.005057,2,victimario
hace rato,27,0.005057,0.005057,2,victimario
eso hasta,31,0.005051,0.005051,2,victimario
dimos cuenta,36,0.005051,0.005051,2,victimario
claro como,30,0.005048,0.005048,2,victimario
ahi usted,32,0.005046,0.005046,2,victimario
dijo eso,38,0.005043,0.005043,2,victimario
grupo como,24,0.005041,0.005041,2,victimario
guerra como,33,0.005035,0.005035,2,victimario
puesto policia,36,0.005024,0.005024,2,victimario
como parte,32,0.005019,0.005019,2,victimario
politico militar,30,0.005013,0.005013,2,victimario
nada sea,33,0.005012,0.005012,2,victimario
dos tres,24,0.005002,0.005002,2,victimario
mucho menos,31,0.005,0.005,2,victimario
sea ahi,41,0.004998,0.004998,2,victimario
estaba trabajando,41,0.004995,0.004995,2,victimario
revolucionarias colombia,33,0.004985,0.004985,2,victimario
hace falta,27,0.00498,0.00498,2,victimario
estoy mal,32,0.004979,0.004979,2,victimario
ejercito eso,35,0.004979,0.004979,2,victimario
habian sido,29,0.004978,0.004978,2,victimario
tal eso,30,0.004976,0.004976,2,victimario
entonces tocaba,25,0.004972,0.004972,2,victimario
carlos castano,46,0.00497,0.00497,2,victimario
estaba acuerdo,28,0.004968,0.004968,2,victimario
epoca estaba,30,0.004965,0.004965,2,victimario
bloque central bolivar,63,0.031022,0.031022,3,victimario
junta accion comunal,52,0.028633,0.028633,3,victimario
juntas accion comunal,67,0.028059,0.028059,3,victimario
ejercito liberacion nacional,39,0.023885,0.023885,3,victimario
porque como digo,34,0.020777,0.020777,3,victimario
esto esto esto,39,0.02063,0.02063,3,victimario
fuerzas armadas revolucionarias,34,0.020411,0.020411,3,victimario
armadas revolucionarias colombia,33,0.019824,0.019824,3,victimario
hay mucha gente,31,0.018565,0.018565,3,victimario
porque todas maneras,28,0.017383,0.017383,3,victimario
pues gracias dios,17,0.01672,0.01672,3,victimario
porque mucha gente,20,0.015625,0.015625,3,victimario
muy duro porque,16,0.015052,0.015052,3,victimario
eso iba preguntar,16,0.014661,0.014661,3,victimario
grupos margen ley,15,0.014613,0.014613,3,victimario
eso mejor dicho,20,0.013639,0.013639,3,victimario
muy dificil porque,15,0.013524,0.013524,3,victimario
eso entonces eso,17,0.013479,0.013479,3,victimario
gente mucha gente,15,0.013307,0.013307,3,victimario
como usted dice,14,0.013152,0.013152,3,victimario
autodefensas unidas colombia,12,0.013111,0.013111,3,victimario
estado mayor central,31,0.013027,0.013027,3,victimario
eso hace parte,14,0.012662,0.012662,3,victimario
ejercito popular liberacion,18,0.01262,0.01262,3,victimario
entonces eso como,13,0.012616,0.012616,3,victimario
violaciones derechos humanos,13,0.012203,0.012203,3,victimario
tenian nada ver,15,0.012151,0.012151,3,victimario
hay ningun problema,16,0.012147,0.012147,3,victimario
eso muy importante,12,0.012068,0.012068,3,victimario
coordinadora guerrillera simon,13,0.012053,0.012053,3,victimario
guerrillera simon bolivar,13,0.012053,0.012053,3,victimario
dije bueno listo,10,0.011695,0.011695,3,victimario
asi asi asi,15,0.011625,0.011625,3,victimario
estaba ahi estaba,12,0.011545,0.011545,3,victimario
eso muy duro,16,0.011504,0.011504,3,victimario
eran millones pesos,16,0.011491,0.011491,3,victimario
nada ver eso,12,0.011453,0.011453,3,victimario
entonces dije bueno,11,0.011379,0.011379,3,victimario
organizacion politico militar,11,0.011263,0.011263,3,victimario
cultivos uso ilicito,13,0.011249,0.011249,3,victimario
eso como como,10,0.01118,0.01118,3,victimario
hacia parte grupo,13,0.011164,0.011164,3,victimario
mejor dicho eso,15,0.01109,0.01109,3,victimario
eso mucha gente,13,0.011005,0.011005,3,victimario
muchas gracias test,9,0.010984,0.010984,3,victimario
eso eso eso,13,0.010977,0.010977,3,victimario
porque asi como,11,0.010903,0.010903,3,victimario
como dice dicho,13,0.010867,0.010867,3,victimario
toda vaina entonces,19,0.010853,0.010853,3,victimario
conflicto armado colombia,12,0.010817,0.010817,3,victimario
hasta sol hoy,9,0.010735,0.010735,3,victimario
millones pesos entonces,12,0.010729,0.010729,3,victimario
como tal eso,9,0.010721,0.010721,3,victimario
millones pesos eso,12,0.0107,0.0107,3,victimario
dieron cuenta estaba,10,0.010661,0.010661,3,victimario
porque usted sabe,18,0.010604,0.010604,3,victimario
mucha gente mucha,11,0.010601,0.010601,3,victimario
nada nada nada,12,0.010535,0.010535,3,victimario
como soldado profesional,11,0.010522,0.010522,3,victimario
como digo como,11,0.010512,0.010512,3,victimario
entonces pues eso,10,0.010412,0.010412,3,victimario
porque pues como,9,0.010404,0.010404,3,victimario
entonces dije pues,8,0.010395,0.010395,3,victimario
bueno muchas gracias,10,0.010346,0.010346,3,victimario
tengo nada ver,10,0.01031,0.01031,3,victimario
porque eso como,9,0.010153,0.010153,3,victimario
entonces eso hacia,10,0.010088,0.010088,3,victimario
porque eso muy,11,0.010056,0.010056,3,victimario
eso porque eso,12,0.010048,0.010048,3,victimario
entonces dije voy,7,0.010009,0.010009,3,victimario
eso entonces ahi,11,0.009937,0.009937,3,victimario
pudo haber sido,10,0.009933,0.009933,3,victimario
estado mayor bloque,13,0.009863,0.009863,3,victimario
como quien dice,12,0.00981,0.00981,3,victimario
proceso justicia paz,9,0.009768,0.009768,3,victimario
mucha gente entonces,10,0.00974,0.00974,3,victimario
tal parte entonces,10,0.009732,0.009732,3,victimario
estaba muy mal,9,0.009689,0.009689,3,victimario
entonces asi como,10,0.009667,0.009667,3,victimario
eso muy dificil,11,0.009598,0.009598,3,victimario
muy bien porque,8,0.009543,0.009543,3,victimario
doy gracias dios,10,0.00953,0.00953,3,victimario
eso eso como,9,0.009441,0.009441,3,victimario
como tal pues,8,0.009348,0.009348,3,victimario
asi como usted,9,0.009282,0.009282,3,victimario
muchas gracias bueno,8,0.009269,0.009269,3,victimario
hubo mucha gente,12,0.00926,0.00926,3,victimario
porque estaba muy,10,0.00925,0.00925,3,victimario
eso muy bien,8,0.00924,0.00924,3,victimario
hasta cierto punto,12,0.009201,0.009201,3,victimario
nada eso porque,9,0.00919,0.00919,3,victimario
derecho internacional humanitario,13,0.009157,0.009157,3,victimario
inc fuerzas armadas,9,0.009148,0.009148,3,victimario
grupo como tal,7,0.009123,0.009123,3,victimario
como dije anteriormente,8,0.009071,0.009071,3,victimario
llama mucho atencion,11,0.009061,0.009061,3,victimario
estan matando lideres,9,0.009024,0.009024,3,victimario
test muchas gracias,9,0.009008,0.009008,3,victimario
entonces mucha gente,9,0.008982,0.008982,3,victimario
mataron mucha gente,6,0.008971,0.008971,3,victimario
recuerdo muy bien,9,0.008959,0.008959,3,victimario
eso asi como,9,0.008929,0.008929,3,victimario
contra poblacion civil,8,0.008898,0.008898,3,victimario
organizacion publica organizacion,10,0.008867,0.008867,3,victimario
publica organizacion publica,10,0.008867,0.008867,3,victimario
pues usted sabe,7,0.008844,0.008844,3,victimario
frente domingo lain,8,0.008809,0.008809,3,victimario
violacion derechos humanos,9,0.008786,0.008786,3,victimario
muy muy muy,7,0.008739,0.008739,3,victimario
pues como digo,9,0.008722,0.008722,3,victimario
eso digo eso,8,0.008716,0.008716,3,victimario
porque daba miedo,7,0.008637,0.008637,3,victimario
entonces dijo bueno,8,0.008621,0.008621,3,victimario
mil millones pesos,11,0.008569,0.008569,3,victimario
como eso como,8,0.008547,0.008547,3,victimario
muy poco muy,9,0.008529,0.008529,3,victimario
eso estoy diciendo,8,0.008492,0.008492,3,victimario
hasta tengo entendido,11,0.008461,0.008461,3,victimario
entonces gente decia,7,0.00842,0.00842,3,victimario
dio muy duro,8,0.008418,0.008418,3,victimario
entiende entonces eso,8,0.008401,0.008401,3,victimario
segunda guerra mundial,8,0.008383,0.008383,3,victimario
preste servicio militar,8,0.008358,0.008358,3,victimario
como digo pues,8,0.008347,0.008347,3,victimario
toda vaina eso,11,0.00831,0.00831,3,victimario
mucha gente inocente,8,0.008296,0.008296,3,victimario
van matar van,7,0.008282,0.008282,3,victimario
pues muy dificil,7,0.008229,0.008229,3,victimario
bueno entonces eso,7,0.008179,0.008179,3,victimario
como tal como,6,0.008178,0.008178,3,victimario
ustedes estan haciendo,6,0.008159,0.008159,3,victimario
hay muchas personas,8,0.008152,0.008152,3,victimario
bueno listo entonces,10,0.008136,0.008136,3,victimario
estoy acuerdo eso,5,0.008132,0.008132,3,victimario
estaba ahi entonces,6,0.008121,0.008121,3,victimario
accion comunal organizaciones,7,0.008121,0.008121,3,victimario
presidentes juntas accion,7,0.00812,0.00812,3,victimario
porque hay muchas,9,0.008091,0.008091,3,victimario
eso estamos hablando,8,0.008074,0.008074,3,victimario
entonces creo eso,11,0.00804,0.00804,3,victimario
eso porque como,10,0.008033,0.008033,3,victimario
eso como digo,7,0.008027,0.008027,3,victimario
eso entonces como,7,0.008007,0.008007,3,victimario
entonces eso gente,6,0.008005,0.008005,3,victimario
experiencia muy bonita,7,0.008,0.008,3,victimario
hombres mujeres entonces,7,0.008,0.008,3,victimario
como dicen ahi,8,0.007981,0.007981,3,victimario
porque hay gente,8,0.00792,0.00792,3,victimario
gente nada ver,8,0.007918,0.007918,3,victimario
poco muy poco,8,0.007877,0.007877,3,victimario
muy bueno porque,7,0.007859,0.007859,3,victimario
proceso paz eso,7,0.00785,0.00785,3,victimario
porque hubiera sido,7,0.00784,0.00784,3,victimario
toda aquella persona,6,0.007795,0.007795,3,victimario
proceso paz porque,8,0.007769,0.007769,3,victimario
ahi estaba estaba,7,0.007764,0.007764,3,victimario
entonces eso eso,7,0.007741,0.007741,3,victimario
bueno entonces como,7,0.007733,0.007733,3,victimario
dure como meses,8,0.00773,0.00773,3,victimario
como dice vulgarmente,5,0.007727,0.007727,3,victimario
eso bueno entonces,6,0.00772,0.00772,3,victimario
fui fui fui,7,0.007681,0.007681,3,victimario
entonces muy dificil,5,0.007678,0.007678,3,victimario
juntas acciones comunales,7,0.007661,0.007661,3,victimario
eso asi eso,9,0.007659,0.007659,3,victimario
eso pues como,7,0.00762,0.00762,3,victimario
corriente renovacion socialista,8,0.007544,0.007544,3,victimario
eso hay gente,5,0.007544,0.007544,3,victimario
gracias dios porque,7,0.007544,0.007544,3,victimario
eso gracias dios,6,0.007537,0.007537,3,victimario
parte conflicto armado,6,0.007536,0.007536,3,victimario
como tal entonces,7,0.007536,0.007536,3,victimario
muy buena gente,6,0.007527,0.007527,3,victimario
sea como sea,7,0.007513,0.007513,3,victimario
porque ahi hay,8,0.007499,0.007499,3,victimario
nada porque gente,5,0.007486,0.007486,3,victimario
lucha armada como,8,0.007457,0.007457,3,victimario
ahi ahi ahi,8,0.007444,0.007444,3,victimario
fuerzas militares porque,5,0.007442,0.007442,3,victimario
eso sea eso,5,0.00743,0.00743,3,victimario
eso porque pues,7,0.007419,0.007419,3,victimario
estaba estaba ahi,6,0.007408,0.007408,3,victimario
ahi hay nada,8,0.007405,0.007405,3,victimario
ahi como dice,7,0.007403,0.007403,3,victimario
usted esto esto,6,0.00737,0.00737,3,victimario
trabajo politico trabajo,5,0.007345,0.007345,3,victimario
trabajo politico organizativo,6,0.007341,0.007341,3,victimario
nada entonces eso,6,0.007337,0.007337,3,victimario
hasta cierta parte,6,0.007315,0.007315,3,victimario
dentro grupo armado,8,0.007301,0.007301,3,victimario
porque hay mucha,9,0.007301,0.007301,3,victimario
eso como menos,7,0.007291,0.007291,3,victimario
combinacion formas lucha,6,0.007286,0.007286,3,victimario
algun tipo relacion,8,0.007274,0.007274,3,victimario
conflicto armado como,6,0.007266,0.007266,3,victimario
como digo eso,7,0.007243,0.007243,3,victimario
muy dura porque,5,0.007209,0.007209,3,victimario
dentro poblacion civil,7,0.00718,0.00718,3,victimario
comandante estaba ahi,6,0.007178,0.007178,3,victimario
eso como parte,6,0.007156,0.007156,3,victimario
como estamos hablando,5,0.007152,0.007152,3,victimario
hacian parte bloque,5,0.007149,0.007149,3,victimario
entonces usted sabe,6,0.007146,0.007146,3,victimario
lado lado lado,6,0.007142,0.007142,3,victimario
dos tres meses,5,0.007142,0.007142,3,victimario
muy dificil entonces,5,0.007135,0.007135,3,victimario
mucho eso porque,8,0.007132,0.007132,3,victimario
toma palacio justicia,5,0.007115,0.007115,3,victimario
vamos ver como,8,0.007114,0.007114,3,victimario
igual hombres mujeres,7,0.007104,0.007104,3,victimario
eso ahi como,7,0.007087,0.007087,3,victimario
entonces eso muy,8,0.007066,0.007066,3,victimario
entonces eso dio,5,0.007058,0.007058,3,victimario
fulano tal tal,6,0.007052,0.007052,3,victimario
bueno todas maneras,6,0.007048,0.007048,3,victimario
cruz roja internacional,18,0.007037,0.007037,3,victimario
como gente como,5,0.007025,0.007025,3,victimario
mucha gente muy,8,0.007024,0.007024,3,victimario
eso paso asi,12,0.007024,0.007024,3,victimario
usted decia hace,4,0.007021,0.007021,3,victimario
dijeron bueno vamos,5,0.00702,0.00702,3,victimario
entonces tome decision,5,0.007008,0.007008,3,victimario
asi entonces eso,6,0.007005,0.007005,3,victimario
muy grande muy,7,0.006983,0.006983,3,victimario
hasta ahi llego,6,0.006968,0.006968,3,victimario
salir poblacion civil,7,0.00695,0.00695,3,victimario
como dice usted,9,0.006936,0.006936,3,victimario
como hay gente,8,0.006902,0.006902,3,victimario
ahi estaba ahi,8,0.006886,0.006886,3,victimario
gracias dios pues,5,0.006867,0.006867,3,victimario
porque eso estaba,7,0.006864,0.006864,3,victimario
quien sabe quien,8,0.006853,0.006853,3,victimario
escuadra son hombres,7,0.006848,0.006848,3,victimario
minas quiebra patas,5,0.006846,0.006846,3,victimario
entonces dijeron usted,7,0.006845,0.006845,3,victimario
tal tal tal,8,0.006831,0.006831,3,victimario
estuve como meses,7,0.00683,0.00683,3,victimario
porque pues estaba,6,0.00681,0.00681,3,victimario
autodefensas magdalena medio,9,0.006801,0.006801,3,victimario
usted sabe usted,7,0.006788,0.006788,3,victimario
eso interrup como,5,0.006786,0.006786,3,victimario
hacian trabajo politico,5,0.006764,0.006764,3,victimario
muy dificil controlar,5,0.006751,0.006751,3,victimario
tal parte tal,7,0.006736,0.006736,3,victimario
ahi entonces ahi,6,0.006709,0.006709,3,victimario
entonces ahi viene,6,0.006709,0.006709,3,victimario
eso porque gente,7,0.006692,0.006692,3,victimario
bloque magdalena medio,10,0.006691,0.006691,3,victimario
mejor dicho como,6,0.006688,0.006688,3,victimario
entonces dijimos bueno,6,0.006683,0.006683,3,victimario
listo entonces ahi,5,0.006683,0.006683,3,victimario
ahi mejor dicho,6,0.006678,0.006678,3,victimario
entonces pues iba,6,0.00667,0.00667,3,victimario
porque como dije,5,0.006665,0.006665,3,victimario
somos seres humanos,5,0.006649,0.006649,3,victimario
entonces eso eran,6,0.006628,0.006628,3,victimario
entonces eso digo,5,0.006625,0.006625,3,victimario
como mil pesos,7,0.006622,0.006622,3,victimario
muy bien muy,7,0.00662,0.00662,3,victimario
mucha gente dice,6,0.006618,0.006618,3,victimario
porque eso eran,6,0.006612,0.006612,3,victimario
fuerza publica verdad,4,0.006612,0.006612,3,victimario
manuel marulanda velez,6,0.006603,0.006603,3,victimario
lectura consentimiento informado,4,0.006584,0.006584,3,victimario
asi como estoy,6,0.00658,0.00658,3,victimario
presidente junta accion,7,0.006574,0.006574,3,victimario
bueno despues eso,6,0.006561,0.006561,3,victimario
eso eran como,4,0.006553,0.006553,3,victimario
usted sabe como,7,0.006544,0.006544,3,victimario
partido comunista colombiano,10,0.006543,0.006543,3,victimario
porque pues familia,6,0.006534,0.006534,3,victimario
entonces bueno como,7,0.00653,0.00653,3,victimario
son muy poquitos,4,0.006529,0.006529,3,victimario
estaba recien salido,7,0.00652,0.00652,3,victimario
muy bien eso,5,0.006512,0.006512,3,victimario
ahi estuve como,5,0.006509,0.006509,3,victimario
iban matar entonces,5,0.006502,0.006502,3,victimario
eso pues creo,5,0.006502,0.006502,3,victimario
entonces raiz eso,7,0.006493,0.006493,3,victimario
gente entonces eso,5,0.006483,0.006483,3,victimario
entonces dice bueno,8,0.006469,0.006469,3,victimario
espacios territoriales capacitacion,6,0.006467,0.006467,3,victimario
territoriales capacitacion reincorporacion,6,0.006467,0.006467,3,victimario
muy importante porque,7,0.006434,0.006434,3,victimario
entonces usted dice,5,0.00643,0.00643,3,victimario
eso hay reconocerlo,3,0.006404,0.006404,3,victimario
normas internas comando,6,0.0064,0.0064,3,victimario
porque dio gana,6,0.006393,0.006393,3,victimario
nada porque como,5,0.006384,0.006384,3,victimario
bueno estamos hablando,5,0.006359,0.006359,3,victimario
organizacion publica porque,7,0.00635,0.00635,3,victimario
firma acuerdo paz,4,0.006348,0.006348,3,victimario
cristobal uribe escobar,4,0.006344,0.006344,3,victimario
diego cristobal uribe,4,0.006344,0.006344,3,victimario
usted sabe eso,6,0.006343,0.006343,3,victimario
ahi vamos ahi,4,0.00634,0.00634,3,victimario
miembros fuerza publica,4,0.006335,0.006335,3,victimario
usted dice usted,4,0.006302,0.006302,3,victimario
